shipment_id,order_id,shipment_date,delivery_date,carrier,shipment_status
S000267,O001395,2024-10-23 13:34:40.556748867,2024-11-01 13:34:40.556748867,UPS,DELIVERED
S000268,O001002,2024-07-24 01:27:05.314424515,,DHL,IN_TRANSIT
S000269,O000909,2023-01-27 16:45:11.292751789,2023-02-03 16:45:11.292751789,DHL,DELIVERED
S000270,O000428,2024-11-19 04:30:12.962471962,2024-11-27 04:30:12.962471962,UPS,CANCELLED
S000271,O000587,2023-03-24 04:08:31.488013744,2023-03-31 04:08:31.488013744,DHL,DELIVERED
S000272,O000920,2024-04-21 15:33:02.120725393,,DHL,DELIVERED
S000273,O001157,2024-02-07 14:20:02.361253023,2024-02-08 14:20:02.361253023,FEDEX,DELIVERED
S000274,O000256,2023-02-04 01:42:29.858684778,2023-02-13 01:42:29.858684778,UPS,IN_TRANSIT
S000275,O001474,2023-08-04 11:26:08.817929745,2023-08-05 11:26:08.817929745,DHL,CANCELLED
S000276,O000721,2024-07-20 08:57:18.485397577,2024-07-25 08:57:18.485397577,DHL,DELIVERED
S000277,O000404,2023-08-13 00:32:05.297638893,,DHL,IN_TRANSIT
S000278,O000960,2023-12-17 15:25:24.742323875,2023-12-20 15:25:24.742323875,UPS,IN_TRANSIT
S000279,O000580,2024-05-24 12:05:36.617017508,,FEDEX,DELIVERED
S000280,O001078,2023-02-22 05:57:22.408755302,2023-02-26 05:57:22.408755302,UPS,DELIVERED
S000281,O000407,2024-08-30 19:15:07.561228275,,FEDEX,DELIVERED
S000282,O001409,2023-01-31 08:30:08.173707962,2023-02-07 08:30:08.173707962,DHL,DELIVERED
S000283,O000242,2023-07-11 13:01:41.149487495,2023-07-13 13:01:41.149487495,UPS,IN_TRANSIT
S000284,O000047,2024-07-11 00:56:18.577732801,2024-07-14 00:56:18.577732801,FEDEX,DELIVERED
S000285,O000115,2024-10-27 16:03:09.567834377,2024-11-04 16:03:09.567834377,DHL,IN_TRANSIT
S000286,O001017,2024-07-09 01:13:18.805132389,2024-07-12 01:13:18.805132389,DHL,IN_TRANSIT
S000287,O000806,2023-06-15 17:01:43.558131695,2023-06-21 17:01:43.558131695,UPS,IN_TRANSIT
S000288,O000130,2024-12-20 13:52:52.824276447,2024-12-30 13:52:52.824276447,FEDEX,DELIVERED
S000289,O001179,2023-10-29 17:36:56.395600557,2023-11-04 17:36:56.395600557,DHL,DELIVERED
S000290,O000994,2023-10-02 19:25:30.782361984,2023-10-07 19:25:30.782361984,DHL,DELIVERED
S000291,O000495,2024-09-23 14:55:33.427500486,2024-09-24 14:55:33.427500486,DHL,CANCELLED
S000292,O000082,2023-02-18 07:58:52.560939312,2023-02-27 07:58:52.560939312,FEDEX,DELIVERED
S000293,O000965,2024-02-10 22:32:47.879153728,2024-02-14 22:32:47.879153728,FEDEX,DELIVERED
S000294,O000669,2024-12-05 21:45:53.745736599,2024-12-07 21:45:53.745736599,DHL,DELIVERED
S000295,O001049,2023-03-15 02:17:00.545746088,2023-03-16 02:17:00.545746088,FEDEX,DELIVERED
S000296,O001358,2024-01-30 19:40:31.351679087,2024-01-31 19:40:31.351679087,DHL,DELIVERED
S000297,O001206,2023-04-07 16:38:23.747947931,,DHL,DELIVERED
S000298,O001456,2024-10-11 16:24:50.111711979,2024-10-14 16:24:50.111711979,FEDEX,DELIVERED
S000299,O001198,2024-03-05 01:21:06.239169359,,FEDEX,CANCELLED
S000300,O000809,2023-06-21 06:15:04.623874187,2023-06-30 06:15:04.623874187,UPS,DELIVERED
S000301,O001065,2023-08-13 03:23:36.929603577,2023-08-23 03:23:36.929603577,UPS,IN_TRANSIT
S000302,O000445,2024-01-13 03:22:28.747271776,2024-01-15 03:22:28.747271776,FEDEX,DELIVERED
S000303,O000869,2024-06-13 12:05:55.739057302,2024-06-15 12:05:55.739057302,FEDEX,IN_TRANSIT
S000304,O001419,2023-12-22 20:53:54.837857723,2023-12-28 20:53:54.837857723,FEDEX,CANCELLED
S000305,O001312,2023-05-19 03:56:21.609239340,2023-05-23 03:56:21.609239340,FEDEX,CANCELLED
S000306,O000561,2024-05-31 22:27:32.108406782,2024-06-05 22:27:32.108406782,DHL,DELIVERED
S000307,O001286,2023-03-28 09:43:57.246572256,2023-03-30 09:43:57.246572256,DHL,IN_TRANSIT
S000308,O000057,2024-08-13 20:48:57.163927555,2024-08-22 20:48:57.163927555,UPS,DELIVERED
S000309,O000006,2023-10-16 18:54:50.573439360,2023-10-26 18:54:50.573439360,FEDEX,DELIVERED
S000310,O000945,2024-04-21 11:29:22.033684492,2024-04-28 11:29:22.033684492,UPS,DELIVERED
S000311,O000579,2023-09-09 15:08:48.103072405,2023-09-14 15:08:48.103072405,FEDEX,DELIVERED
S000312,O000915,2024-05-03 10:10:05.781951666,2024-05-08 10:10:05.781951666,FEDEX,DELIVERED
S000313,O000162,2024-10-11 02:33:16.874883890,2024-10-19 02:33:16.874883890,FEDEX,DELIVERED
S000314,O001321,2024-05-27 00:36:10.108301401,2024-05-29 00:36:10.108301401,DHL,IN_TRANSIT
S000315,O000775,2024-05-05 03:05:07.478494406,2024-05-07 03:05:07.478494406,UPS,DELIVERED
S000316,O000057,2024-07-06 21:50:14.732100725,2024-07-12 21:50:14.732100725,FEDEX,DELIVERED
S000317,O000528,2024-01-01 03:42:51.931166887,2024-01-03 03:42:51.931166887,UPS,DELIVERED
S000318,O001083,2023-06-10 19:31:39.313424587,2023-06-12 19:31:39.313424587,UPS,DELIVERED
S000319,O001190,2024-08-18 07:56:46.745112181,2024-08-21 07:56:46.745112181,DHL,DELIVERED
S000320,O000546,2024-04-18 09:24:16.503980398,2024-04-19 09:24:16.503980398,DHL,DELIVERED
S000321,O000046,2023-08-18 02:08:30.577543736,2023-08-21 02:08:30.577543736,FEDEX,CANCELLED
S000322,O000933,2023-07-21 09:14:43.225210667,2023-07-23 09:14:43.225210667,UPS,IN_TRANSIT
S000323,O000811,2023-12-31 22:45:17.461461306,2024-01-05 22:45:17.461461306,DHL,DELIVERED
S000324,O000047,2023-06-01 07:59:42.164173603,2023-06-10 07:59:42.164173603,UPS,DELIVERED
S000325,O001414,2024-10-03 02:44:39.621928453,2024-10-11 02:44:39.621928453,UPS,DELIVERED
S000326,O000252,2024-07-29 15:48:13.335721016,2024-08-05 15:48:13.335721016,FEDEX,DELIVERED
S000327,O000166,2023-08-14 01:40:41.492105246,2023-08-19 01:40:41.492105246,UPS,DELIVERED
S000328,O000368,2023-02-06 01:33:00.554512262,,DHL,DELIVERED
S000329,O001403,2023-02-07 20:43:44.143162489,,FEDEX,DELIVERED
S000330,O001341,2023-08-05 21:32:17.380038023,2023-08-07 21:32:17.380038023,FEDEX,DELIVERED
S000331,O001156,2023-04-18 16:19:48.265309334,2023-04-24 16:19:48.265309334,FEDEX,DELIVERED
S000332,O001413,2024-09-29 12:46:51.541035414,2024-10-08 12:46:51.541035414,DHL,CANCELLED
S000333,O000582,2023-11-04 04:06:53.649421215,2023-11-06 04:06:53.649421215,FEDEX,CANCELLED
S000334,O000572,2023-09-12 01:25:26.969870090,2023-09-14 01:25:26.969870090,UPS,CANCELLED
S000335,O000348,2023-06-09 01:35:31.732299328,2023-06-10 01:35:31.732299328,FEDEX,CANCELLED
S000336,O000845,2024-09-06 01:50:30.852829933,2024-09-13 01:50:30.852829933,DHL,DELIVERED
S000337,O000618,2024-08-01 12:01:18.658255100,2024-08-06 12:01:18.658255100,DHL,IN_TRANSIT
S000338,O000497,2023-10-08 13:24:02.874490499,,FEDEX,DELIVERED
S000339,O000696,2023-05-04 15:08:58.336701870,2023-05-09 15:08:58.336701870,UPS,IN_TRANSIT
S000340,O000511,2024-11-25 22:50:02.731245995,2024-11-28 22:50:02.731245995,DHL,IN_TRANSIT
S000341,O000452,2023-08-19 13:52:01.824191570,2023-08-28 13:52:01.824191570,DHL,DELIVERED
S000342,O000543,2024-07-16 21:31:37.082649231,2024-07-21 21:31:37.082649231,DHL,DELIVERED
S000343,O000216,2023-12-05 00:37:42.455842972,2023-12-14 00:37:42.455842972,FEDEX,DELIVERED
S000344,O000470,2024-07-24 14:26:14.304756641,2024-07-30 14:26:14.304756641,DHL,DELIVERED
S000345,O000853,2023-12-18 13:47:38.370663404,,DHL,CANCELLED
S000346,O000304,2024-11-06 15:48:27.948322058,2024-11-09 15:48:27.948322058,DHL,IN_TRANSIT
S000347,O000298,2024-08-07 07:25:03.047591925,2024-08-11 07:25:03.047591925,FEDEX,DELIVERED
S000348,O001370,2023-07-10 00:15:50.187270403,2023-07-13 00:15:50.187270403,DHL,DELIVERED
S000349,O000286,2023-11-11 04:13:07.037737608,2023-11-16 04:13:07.037737608,DHL,DELIVERED
S000350,O001012,2023-03-15 10:20:00.268897295,2023-03-21 10:20:00.268897295,FEDEX,CANCELLED
S000351,O000126,2024-10-21 12:49:02.664240599,2024-10-27 12:49:02.664240599,FEDEX,CANCELLED
S000352,O000051,2023-02-20 14:04:17.618523598,2023-02-24 14:04:17.618523598,UPS,DELIVERED
S000353,O001443,2023-01-14 07:35:34.715249538,2023-01-24 07:35:34.715249538,DHL,DELIVERED
S000354,O001075,2023-12-29 09:30:26.289143562,2024-01-04 09:30:26.289143562,FEDEX,IN_TRANSIT
S000355,O000471,2024-03-16 06:49:19.004722834,2024-03-22 06:49:19.004722834,UPS,DELIVERED
S000356,O001400,2023-06-12 22:42:58.151582479,2023-06-14 22:42:58.151582479,DHL,CANCELLED
S000357,O001389,2024-02-21 12:01:11.873126507,2024-02-27 12:01:11.873126507,FEDEX,DELIVERED
S000358,O001256,2024-10-15 18:14:38.965416908,2024-10-21 18:14:38.965416908,FEDEX,DELIVERED
S000359,O000670,2024-04-02 01:32:14.671145201,2024-04-07 01:32:14.671145201,DHL,DELIVERED
S000360,O001330,2023-11-29 16:34:46.024294615,2023-12-04 16:34:46.024294615,DHL,DELIVERED
S000361,O000438,2023-04-16 10:23:44.903520584,2023-04-17 10:23:44.903520584,UPS,DELIVERED
S000362,O001275,2023-05-04 07:51:32.751815319,2023-05-09 07:51:32.751815319,DHL,DELIVERED
S000363,O000851,2023-12-20 13:53:39.739858866,2023-12-28 13:53:39.739858866,DHL,IN_TRANSIT
S000364,O000342,2023-12-05 01:53:10.329383612,,DHL,IN_TRANSIT
S000365,O001156,2024-01-17 08:14:57.924385071,2024-01-21 08:14:57.924385071,FEDEX,DELIVERED
S000366,O000749,2024-01-06 18:14:25.076459885,2024-01-10 18:14:25.076459885,UPS,DELIVERED
S000367,O000524,2023-09-07 03:12:22.530496359,2023-09-12 03:12:22.530496359,UPS,DELIVERED
S000368,O000655,2024-05-22 23:31:50.874778986,2024-05-30 23:31:50.874778986,UPS,DELIVERED
S000369,O000506,2023-06-04 21:56:19.566301823,2023-06-11 21:56:19.566301823,FEDEX,DELIVERED
S000370,O000399,2024-09-14 04:48:04.306020260,2024-09-16 04:48:04.306020260,DHL,CANCELLED
S000371,O000906,2023-05-22 21:49:11.834098101,2023-05-25 21:49:11.834098101,FEDEX,CANCELLED
S000372,O001142,2023-10-31 14:20:50.065944671,2023-11-07 14:20:50.065944671,UPS,DELIVERED
S000373,O000061,2023-06-03 20:13:30.606694221,2023-06-08 20:13:30.606694221,DHL,IN_TRANSIT
S000374,O001205,2024-03-27 11:17:35.318107128,2024-04-04 11:17:35.318107128,DHL,IN_TRANSIT
S000375,O000313,2023-12-15 16:12:47.573410034,,UPS,CANCELLED
S000376,O000265,2023-10-01 05:58:51.647736788,2023-10-05 05:58:51.647736788,DHL,DELIVERED
S000377,O001053,2023-12-13 20:20:19.014218092,2023-12-18 20:20:19.014218092,FEDEX,IN_TRANSIT
S000378,O001287,2023-11-04 12:07:57.904847145,2023-11-14 12:07:57.904847145,UPS,DELIVERED
S000379,O000712,2024-09-16 06:29:59.872600317,2024-09-19 06:29:59.872600317,FEDEX,DELIVERED
S000380,O000913,2023-04-01 17:08:56.616305113,2023-04-09 17:08:56.616305113,DHL,DELIVERED
S000381,O000339,2024-08-02 00:32:18.603547096,2024-08-04 00:32:18.603547096,UPS,DELIVERED
S000382,O001446,2024-04-23 09:22:27.515170335,2024-04-27 09:22:27.515170335,DHL,DELIVERED
S000383,O000089,2023-09-12 06:34:22.839861631,2023-09-17 06:34:22.839861631,UPS,DELIVERED
S000384,O000332,2024-11-01 22:40:05.201196194,2024-11-08 22:40:05.201196194,UPS,IN_TRANSIT
S000385,O001455,2023-05-10 04:05:14.185358763,2023-05-20 04:05:14.185358763,UPS,IN_TRANSIT
S000386,O000152,2023-08-15 12:15:02.885379553,2023-08-24 12:15:02.885379553,UPS,CANCELLED
S000387,O000708,2023-10-01 15:12:55.748713017,2023-10-06 15:12:55.748713017,UPS,DELIVERED
S000388,O000126,2024-04-17 21:23:27.040954351,2024-04-19 21:23:27.040954351,DHL,CANCELLED
S000389,O001067,2024-11-21 21:07:36.353230953,2024-11-28 21:07:36.353230953,UPS,DELIVERED
S000390,O000421,2024-03-09 05:12:23.597977400,2024-03-15 05:12:23.597977400,FEDEX,DELIVERED
S000391,O000253,2024-09-17 02:28:57.432651758,2024-09-19 02:28:57.432651758,UPS,DELIVERED
S000392,O000999,2024-10-22 15:07:55.329619169,2024-10-30 15:07:55.329619169,FEDEX,IN_TRANSIT
S000393,O000293,2023-12-07 12:26:39.283432007,2023-12-08 12:26:39.283432007,DHL,DELIVERED
S000394,O001241,2023-12-11 21:02:45.243885994,2023-12-16 21:02:45.243885994,UPS,IN_TRANSIT
S000395,O000169,2023-07-02 11:57:37.916219473,2023-07-03 11:57:37.916219473,UPS,IN_TRANSIT
S000396,O000734,2024-03-15 03:47:44.633169413,2024-03-16 03:47:44.633169413,FEDEX,CANCELLED
S000397,O001409,2023-03-29 14:53:14.831083536,2023-04-08 14:53:14.831083536,UPS,CANCELLED
S000398,O000016,2024-04-08 01:26:21.751129627,2024-04-13 01:26:21.751129627,DHL,DELIVERED
S000399,O000037,2024-10-13 19:33:26.498680115,2024-10-14 19:33:26.498680115,DHL,IN_TRANSIT
S000400,O001445,2024-07-09 08:57:54.926842928,2024-07-17 08:57:54.926842928,UPS,CANCELLED
S000401,O000296,2024-04-18 21:46:49.335490942,2024-04-25 21:46:49.335490942,FEDEX,CANCELLED
S000402,O000435,2024-09-04 00:50:16.677849531,2024-09-14 00:50:16.677849531,DHL,IN_TRANSIT
S000403,O000320,2024-06-16 18:21:42.093535900,2024-06-22 18:21:42.093535900,UPS,IN_TRANSIT
S000404,O000534,2024-01-22 15:40:42.234667063,2024-01-26 15:40:42.234667063,FEDEX,DELIVERED
S000405,O001323,2024-01-16 09:02:51.933049679,2024-01-22 09:02:51.933049679,FEDEX,IN_TRANSIT
S000406,O000574,2023-03-20 02:41:41.974467039,2023-03-25 02:41:41.974467039,DHL,DELIVERED
S000407,O000923,2023-11-14 02:56:46.920639277,2023-11-16 02:56:46.920639277,UPS,DELIVERED
S000408,O001040,2024-01-17 09:18:52.322205305,2024-01-24 09:18:52.322205305,DHL,DELIVERED
S000409,O000981,2023-12-10 00:56:46.531138420,,FEDEX,DELIVERED
S000410,O000395,2024-07-20 11:45:47.324549913,2024-07-29 11:45:47.324549913,DHL,DELIVERED
S000411,O000277,2023-04-28 12:03:17.295132399,,UPS,IN_TRANSIT
S000412,O000649,2024-08-03 06:37:44.090276480,2024-08-07 06:37:44.090276480,DHL,IN_TRANSIT
S000413,O000283,2024-06-25 09:55:54.029049635,2024-07-02 09:55:54.029049635,FEDEX,DELIVERED
S000414,O000999,2024-10-19 14:24:25.820147276,2024-10-27 14:24:25.820147276,DHL,DELIVERED
S000415,O000086,2023-09-30 14:55:53.297952414,2023-10-08 14:55:53.297952414,FEDEX,CANCELLED
S000416,O000207,2023-05-09 21:02:24.633002043,2023-05-19 21:02:24.633002043,FEDEX,DELIVERED
S000417,O000563,2024-07-07 19:10:22.237199545,2024-07-15 19:10:22.237199545,FEDEX,DELIVERED
S000418,O000477,2024-03-05 13:18:30.683534384,2024-03-14 13:18:30.683534384,DHL,DELIVERED
S000419,O000592,2024-06-04 02:51:57.389388800,2024-06-05 02:51:57.389388800,UPS,CANCELLED
S000420,O000131,2024-12-28 14:53:34.978659868,2025-01-06 14:53:34.978659868,FEDEX,DELIVERED
S000421,O000400,2023-05-23 00:20:11.088140249,2023-06-02 00:20:11.088140249,DHL,CANCELLED
S000422,O000136,2023-10-28 01:37:26.860464811,2023-11-06 01:37:26.860464811,FEDEX,DELIVERED
S000423,O001370,2023-05-21 16:02:52.110698700,2023-05-26 16:02:52.110698700,DHL,DELIVERED
S000424,O000170,2024-09-20 06:07:05.665858030,2024-09-23 06:07:05.665858030,FEDEX,DELIVERED
S000425,O000969,2023-01-13 09:30:27.233410597,2023-01-18 09:30:27.233410597,DHL,DELIVERED
S000426,O001187,2023-04-09 17:06:32.506942034,2023-04-15 17:06:32.506942034,FEDEX,DELIVERED
S000427,O000199,2023-06-30 22:41:13.730668783,2023-07-10 22:41:13.730668783,FEDEX,DELIVERED
S000428,O000739,2024-07-17 01:34:57.118423700,2024-07-26 01:34:57.118423700,FEDEX,DELIVERED
S000429,O001072,2024-04-03 18:31:03.483293533,2024-04-08 18:31:03.483293533,UPS,DELIVERED
S000430,O000765,2023-10-11 16:29:17.000349998,2023-10-18 16:29:17.000349998,DHL,IN_TRANSIT
S000431,O000103,2023-04-26 20:25:45.522452354,2023-04-30 20:25:45.522452354,UPS,IN_TRANSIT
S000432,O000548,2023-08-23 18:35:03.675766945,2023-09-01 18:35:03.675766945,DHL,IN_TRANSIT
S000433,O000006,2024-06-26 16:43:22.568134069,2024-07-06 16:43:22.568134069,FEDEX,CANCELLED
S000434,O000711,2023-10-06 19:47:37.570900679,2023-10-10 19:47:37.570900679,DHL,DELIVERED
S000435,O000012,2023-12-04 16:40:12.797871590,2023-12-11 16:40:12.797871590,DHL,DELIVERED
S000436,O000103,2024-03-20 07:07:40.028701067,2024-03-24 07:07:40.028701067,FEDEX,DELIVERED
S000437,O000699,2024-10-28 09:47:23.122833967,2024-11-04 09:47:23.122833967,FEDEX,DELIVERED
S000438,O000427,2023-07-02 13:50:39.421918869,,FEDEX,DELIVERED
S000439,O000171,2023-11-24 00:53:59.480736732,2023-11-27 00:53:59.480736732,DHL,CANCELLED
S000440,O000089,2023-08-15 12:49:47.866838694,2023-08-18 12:49:47.866838694,FEDEX,IN_TRANSIT
S000441,O000716,2023-12-07 07:35:41.723566771,2023-12-12 07:35:41.723566771,FEDEX,DELIVERED
S000442,O001463,2024-05-23 10:00:23.365545034,2024-05-25 10:00:23.365545034,DHL,DELIVERED
S000443,O001371,2023-12-18 21:45:46.627447367,2023-12-22 21:45:46.627447367,UPS,DELIVERED
S000444,O000855,2024-09-01 05:04:36.371797085,2024-09-10 05:04:36.371797085,DHL,CANCELLED
S000445,O001235,2024-02-08 21:04:54.841604233,2024-02-14 21:04:54.841604233,DHL,DELIVERED
S000446,O001458,2023-10-09 14:36:20.922465801,2023-10-18 14:36:20.922465801,DHL,DELIVERED
S000447,O000600,2024-07-25 02:15:54.279680490,2024-07-27 02:15:54.279680490,FEDEX,CANCELLED
S000448,O000426,2023-11-11 20:47:41.211490393,,DHL,CANCELLED
S000449,O001011,2024-01-12 08:28:55.866547108,2024-01-13 08:28:55.866547108,UPS,DELIVERED
S000450,O000996,2024-12-27 02:37:29.037007332,2025-01-01 02:37:29.037007332,DHL,DELIVERED
S000451,O001144,2024-07-28 02:17:02.017794609,2024-08-06 02:17:02.017794609,DHL,DELIVERED
S000452,O000178,2024-09-16 06:05:27.939060926,2024-09-24 06:05:27.939060926,FEDEX,IN_TRANSIT
S000453,O001153,2024-03-08 18:45:00.041719198,2024-03-12 18:45:00.041719198,FEDEX,DELIVERED
S000454,O000563,2023-09-12 04:45:08.978740215,2023-09-20 04:45:08.978740215,UPS,CANCELLED
S000455,O000418,2024-12-24 15:02:37.040108681,2024-12-26 15:02:37.040108681,DHL,DELIVERED
S000456,O000554,2023-06-28 03:13:55.497404099,2023-07-07 03:13:55.497404099,DHL,DELIVERED
S000457,O001342,2024-09-29 03:45:10.418796062,2024-10-09 03:45:10.418796062,DHL,IN_TRANSIT
S000458,O000242,2024-10-27 05:59:57.780471087,,DHL,DELIVERED
S000459,O001380,2024-08-19 19:33:35.156504869,2024-08-24 19:33:35.156504869,DHL,DELIVERED
S000460,O001462,2023-03-25 06:45:07.092038870,2023-04-03 06:45:07.092038870,DHL,DELIVERED
S000461,O001482,2024-09-15 12:03:35.578849316,2024-09-18 12:03:35.578849316,FEDEX,IN_TRANSIT
S000462,O001466,2024-04-29 13:23:22.207132816,2024-05-06 13:23:22.207132816,UPS,DELIVERED
S000463,O001252,2024-05-12 00:02:09.736405134,,DHL,DELIVERED
S000464,O000408,2024-07-28 04:01:59.628997326,2024-08-01 04:01:59.628997326,DHL,DELIVERED
S000465,O001301,2023-12-25 02:12:50.929507732,2024-01-01 02:12:50.929507732,FEDEX,DELIVERED
S000466,O001042,2023-07-15 00:35:38.954675436,2023-07-25 00:35:38.954675436,DHL,CANCELLED
S000467,O001335,2024-02-24 16:48:42.290793896,2024-03-03 16:48:42.290793896,FEDEX,DELIVERED
S000468,O001348,2023-03-21 07:59:38.294107437,2023-03-27 07:59:38.294107437,UPS,DELIVERED
S000469,O001071,2024-05-07 14:35:07.599019527,2024-05-08 14:35:07.599019527,DHL,DELIVERED
S000470,O000822,2023-12-19 13:07:30.635329008,,UPS,IN_TRANSIT
S000471,O000530,2024-01-02 16:50:17.737027407,2024-01-04 16:50:17.737027407,DHL,DELIVERED
S000472,O000500,2023-05-16 15:36:11.113999367,2023-05-19 15:36:11.113999367,UPS,IN_TRANSIT
S000473,O000192,2023-01-31 03:16:30.527962923,2023-02-09 03:16:30.527962923,UPS,DELIVERED
S000474,O000049,2024-03-22 05:26:47.853366375,2024-04-01 05:26:47.853366375,DHL,DELIVERED
S000475,O000094,2024-04-25 22:43:05.204352140,2024-05-01 22:43:05.204352140,UPS,DELIVERED
S000476,O000931,2023-12-30 18:04:30.022364616,2024-01-09 18:04:30.022364616,FEDEX,DELIVERED
S000477,O000167,2024-07-12 23:36:43.667210340,2024-07-22 23:36:43.667210340,FEDEX,DELIVERED
S000478,O000254,2024-02-16 12:18:29.696382999,2024-02-23 12:18:29.696382999,UPS,DELIVERED
S000479,O000057,2024-09-11 04:23:39.173956871,2024-09-13 04:23:39.173956871,UPS,DELIVERED
S000480,O000006,2023-07-30 07:50:16.018374920,2023-08-08 07:50:16.018374920,FEDEX,IN_TRANSIT
S000481,O000238,2023-06-27 11:15:28.646721363,2023-06-29 11:15:28.646721363,DHL,IN_TRANSIT
S000482,O000733,2023-07-10 15:15:58.468005419,2023-07-20 15:15:58.468005419,FEDEX,DELIVERED
S000483,O001248,2023-01-23 06:41:01.271808863,2023-02-02 06:41:01.271808863,UPS,DELIVERED
S000484,O000590,2024-10-19 10:56:01.501025677,2024-10-25 10:56:01.501025677,FEDEX,IN_TRANSIT
S000485,O000020,2024-12-30 09:44:55.043258905,2025-01-06 09:44:55.043258905,DHL,DELIVERED
S000486,O000777,2024-08-19 01:28:30.235987186,2024-08-25 01:28:30.235987186,FEDEX,CANCELLED
S000487,O001228,2023-10-29 04:41:00.808595181,,DHL,DELIVERED
S000488,O000142,2023-09-16 08:54:57.251043320,2023-09-21 08:54:57.251043320,UPS,IN_TRANSIT
S000489,O000376,2024-07-19 12:26:18.920562267,,FEDEX,DELIVERED
S000490,O000407,2024-01-08 06:14:17.911834478,2024-01-16 06:14:17.911834478,FEDEX,DELIVERED
S000491,O000816,2024-11-16 19:18:05.501831292,2024-11-26 19:18:05.501831292,DHL,DELIVERED
S000492,O000080,2023-07-24 02:14:07.396689415,2023-08-02 02:14:07.396689415,FEDEX,DELIVERED
S000493,O000210,2023-08-25 09:17:28.040150166,2023-08-31 09:17:28.040150166,FEDEX,DELIVERED
S000494,O000768,2024-12-30 03:24:44.768633366,2025-01-06 03:24:44.768633366,DHL,DELIVERED
S000495,O001336,2024-12-15 01:37:18.710949183,2024-12-25 01:37:18.710949183,FEDEX,DELIVERED
S000496,O000377,2024-10-08 04:33:34.381284475,2024-10-10 04:33:34.381284475,DHL,DELIVERED
S000497,O000040,2023-10-23 09:05:40.585575819,2023-10-27 09:05:40.585575819,UPS,DELIVERED
S000498,O001377,2024-09-03 10:58:30.423606634,2024-09-11 10:58:30.423606634,FEDEX,DELIVERED
S000499,O000453,2023-07-26 21:02:56.113758564,2023-07-29 21:02:56.113758564,DHL,DELIVERED
S000500,O001447,2023-07-05 23:18:06.593773842,2023-07-12 23:18:06.593773842,DHL,DELIVERED
S000501,O000714,2024-02-03 21:35:15.975779533,2024-02-06 21:35:15.975779533,FEDEX,DELIVERED
S000502,O000086,2024-09-19 23:48:21.198494911,2024-09-26 23:48:21.198494911,DHL,CANCELLED
S000503,O000236,2023-03-13 03:43:50.240580320,2023-03-22 03:43:50.240580320,UPS,IN_TRANSIT
S000504,O001439,2024-02-17 16:09:32.941681147,2024-02-21 16:09:32.941681147,UPS,DELIVERED
S000505,O001380,2024-03-21 02:36:57.644698620,2024-03-29 02:36:57.644698620,FEDEX,DELIVERED
S000506,O000644,2024-02-28 06:03:24.364441872,2024-02-29 06:03:24.364441872,UPS,DELIVERED
S000507,O001272,2023-06-09 12:04:20.069362879,2023-06-10 12:04:20.069362879,FEDEX,DELIVERED
S000508,O000667,2023-02-16 19:32:33.417869806,2023-02-24 19:32:33.417869806,FEDEX,DELIVERED
S000509,O001253,2024-10-15 08:15:27.686452150,2024-10-22 08:15:27.686452150,DHL,DELIVERED
S000510,O000361,2024-02-24 09:27:26.419913054,2024-02-29 09:27:26.419913054,DHL,DELIVERED
S000511,O000868,2024-07-14 13:41:08.411138773,2024-07-23 13:41:08.411138773,DHL,DELIVERED
S000512,O000750,2023-09-24 00:56:10.545878887,2023-09-28 00:56:10.545878887,DHL,DELIVERED
S000513,O000175,2023-02-01 00:38:23.174291611,2023-02-08 00:38:23.174291611,FEDEX,DELIVERED
S000514,O000828,2023-07-09 11:35:03.180920839,2023-07-12 11:35:03.180920839,DHL,DELIVERED
S000515,O000804,2023-02-23 13:21:58.868449450,2023-02-28 13:21:58.868449450,DHL,DELIVERED
S000516,O001398,2023-02-27 02:47:12.150354624,,UPS,DELIVERED
S000517,O000061,2023-06-06 13:19:39.796998978,2023-06-12 13:19:39.796998978,FEDEX,DELIVERED
S000518,O001194,2024-04-07 12:17:20.084991217,2024-04-10 12:17:20.084991217,UPS,DELIVERED
S000519,O000775,2024-08-19 23:20:47.401275158,2024-08-24 23:20:47.401275158,UPS,DELIVERED
S000520,O000414,2024-08-22 14:10:30.654646873,2024-09-01 14:10:30.654646873,UPS,IN_TRANSIT
S000521,O000116,2024-11-15 13:29:39.792966366,2024-11-22 13:29:39.792966366,DHL,DELIVERED
S000522,O001199,2024-04-24 03:48:20.086885452,2024-05-02 03:48:20.086885452,FEDEX,DELIVERED
S000523,O001448,2023-01-15 11:57:49.307686329,2023-01-20 11:57:49.307686329,UPS,DELIVERED
S000524,O001152,2023-10-03 12:05:26.387529850,2023-10-10 12:05:26.387529850,UPS,DELIVERED
S000525,O001029,2023-03-23 08:47:13.305255175,2023-04-02 08:47:13.305255175,FEDEX,IN_TRANSIT
S000526,O001350,2024-07-21 13:10:56.536648272,2024-07-30 13:10:56.536648272,DHL,IN_TRANSIT
S000527,O000698,2023-03-29 08:57:11.189121246,2023-04-04 08:57:11.189121246,UPS,DELIVERED
S000528,O001196,2023-03-19 07:45:41.054982185,,FEDEX,DELIVERED
S000529,O001223,2023-01-21 14:12:54.814417124,2023-01-27 14:12:54.814417124,DHL,DELIVERED
S000530,O001255,2024-11-28 12:24:31.465748549,2024-12-07 12:24:31.465748549,DHL,CANCELLED
