payment_id,order_id,payment_date,payment_method,amount,currency,payment_status
PAY0000277,O001221,2023-06-07 23:09:25.112644196,PAYPAL,3338.99,USD,SUCCESS
PAY0000278,O000901,2024-12-09 05:05:41.060474396,PAYPAL,2691.05,EUR,SUCCESS
PAY0000279,O000273,2024-01-31 03:59:53.559678555,CREDIT_CARD,2487.48,USD,SUCCESS
PAY0000280,O001475,2024-04-20 23:15:47.911361933,PAYPAL,4090.42,USD,SUCCESS
PAY0000281,O001131,2023-08-19 11:34:05.149252415,GIFT_CARD,1205.69,INR,SUCCESS
PAY0000282,O000881,2024-03-22 15:09:20.243753672,PAYPAL,4305.48,INR,SUCCESS
PAY0000283,O001402,2024-06-02 21:44:15.877814770,CREDIT_CARD,4323.89,USD,SUCCESS
PAY0000284,O001224,2023-01-08 13:41:07.191460371,GIFT_CARD,4134.31,EUR,SUCCESS
PAY0000285,O000936,2023-01-25 23:40:55.233060360,CREDIT_CARD,1706.99,USD,FAILED
PAY0000286,O000002,2024-12-21 03:04:38.096972466,UPI,812.79,USD,SUCCESS
PAY0000287,O001145,2023-12-01 00:24:01.719799757,UPI,2375.89,USD,FAILED
PAY0000288,O000149,2024-11-14 03:31:22.964334488,PAYPAL,1299.21,USD,SUCCESS
PAY0000289,O000948,2024-06-16 19:48:22.487860918,GIFT_CARD,260.91,INR,SUCCESS
PAY0000290,O000152,2023-09-30 06:24:17.120118856,GIFT_CARD,1397.35,USD,SUCCESS
PAY0000291,O000306,2023-04-21 02:45:06.917822838,GIFT_CARD,2345.64,USD,SUCCESS
PAY0000292,O000882,2024-12-15 01:13:06.106942892,CREDIT_CARD,563.68,EUR,SUCCESS
PAY0000293,O000475,2024-03-02 16:22:27.927709579,GIFT_CARD,4721.67,USD,FAILED
PAY0000294,O001388,2023-05-21 10:05:16.949098110,PAYPAL,3280.51,USD,SUCCESS
PAY0000295,O000807,2024-05-12 14:33:36.773150206,UPI,681.7,USD,SUCCESS
PAY0000296,O001095,2023-03-09 04:41:23.612019062,PAYPAL,4060.32,EUR,SUCCESS
PAY0000297,O000033,2024-09-25 16:00:47.307771444,UPI,4640.44,EUR,SUCCESS
PAY0000298,O001181,2023-03-07 19:12:22.766088724,UPI,1313.92,USD,SUCCESS
PAY0000299,O001354,2023-06-22 10:07:30.566140652,PAYPAL,716.26,USD,SUCCESS
PAY0000300,O000778,2023-03-08 17:52:03.759915352,UPI,1612.38,USD,FAILED
PAY0000301,O001411,2023-03-17 18:21:07.341129541,UPI,4161.24,USD,SUCCESS
PAY0000302,O001183,2024-01-18 09:34:27.739592075,CREDIT_CARD,875.47,USD,SUCCESS
PAY0000303,O000795,2024-05-16 12:03:40.827025890,PAYPAL,3896.73,USD,FAILED
PAY0000304,O001251,2024-07-29 14:12:03.039196014,PAYPAL,3581.32,USD,SUCCESS
PAY0000305,O001276,2024-05-22 09:22:07.225783348,PAYPAL,3256.83,USD,SUCCESS
PAY0000306,O000367,2023-09-23 08:20:29.424739122,UPI,2166.59,USD,SUCCESS
PAY0000307,O000262,2024-02-11 19:40:55.304631710,GIFT_CARD,1833.85,USD,SUCCESS
PAY0000308,O000646,2024-11-08 04:40:28.502337456,GIFT_CARD,426.29,USD,SUCCESS
PAY0000309,O000538,2023-10-10 22:20:32.308839798,UPI,1786.78,USD,SUCCESS
PAY0000310,O001067,2023-07-04 06:07:28.363341808,GIFT_CARD,3009.21,USD,SUCCESS
PAY0000311,O000016,2024-01-15 02:28:30.393938303,GIFT_CARD,4491.05,USD,SUCCESS
PAY0000312,O000105,2023-08-06 01:18:46.481304884,UPI,4165.62,USD,SUCCESS
PAY0000313,O000791,2023-07-11 03:02:05.101339340,PAYPAL,161.08,EUR,SUCCESS
PAY0000314,O001227,2024-07-22 12:38:01.816645861,CREDIT_CARD,694.31,USD,FAILED
PAY0000315,O000720,2024-10-12 07:26:39.197777271,PAYPAL,4242.44,USD,SUCCESS
PAY0000316,O001083,2024-01-02 16:35:17.814341784,PAYPAL,4696.59,INR,SUCCESS
PAY0000317,O001009,2024-07-23 05:47:45.931445122,PAYPAL,279.04,USD,SUCCESS
PAY0000318,O000048,2023-05-17 13:48:24.289112329,CREDIT_CARD,3506.26,USD,SUCCESS
PAY0000319,O000660,2024-02-04 18:42:20.118196964,PAYPAL,1828.67,INR,SUCCESS
PAY0000320,O001301,2024-04-09 10:13:22.786331654,GIFT_CARD,1821.45,USD,SUCCESS
PAY0000321,O001436,2023-12-25 04:26:10.392539501,CREDIT_CARD,3213.35,USD,SUCCESS
PAY0000322,O001202,2023-03-27 07:44:29.005513430,GIFT_CARD,4051.08,USD,SUCCESS
PAY0000323,O000801,2024-06-19 21:26:09.821292877,CREDIT_CARD,1374.19,USD,FAILED
PAY0000324,O000114,2024-09-04 12:38:58.791696072,GIFT_CARD,3526.77,USD,SUCCESS
PAY0000325,O000296,2024-04-08 17:09:50.354190588,PAYPAL,3179.38,USD,SUCCESS
PAY0000326,O000438,2023-05-04 11:42:02.693976641,PAYPAL,2586.6,USD,SUCCESS
PAY0000327,O000266,2023-02-24 10:09:31.486127377,PAYPAL,3012.13,USD,SUCCESS
PAY0000328,O000162,2023-08-09 04:06:01.696380615,GIFT_CARD,90.27,USD,SUCCESS
PAY0000329,O000504,2023-01-28 00:04:00.334629774,GIFT_CARD,20.33,USD,SUCCESS
PAY0000330,O001060,2024-09-04 15:07:01.427287340,UPI,2752.19,INR,SUCCESS
PAY0000331,O000587,2024-05-28 05:37:08.076108217,GIFT_CARD,2620.54,EUR,SUCCESS
PAY0000332,O000458,2024-02-16 11:49:31.226631641,CREDIT_CARD,356.68,EUR,FAILED
PAY0000333,O001006,2024-10-11 10:21:41.259726048,PAYPAL,2460.13,USD,FAILED
PAY0000334,O001395,2023-03-22 08:50:17.217497826,CREDIT_CARD,3787.64,USD,FAILED
PAY0000335,O000272,2024-06-05 13:20:05.344181061,UPI,2706.01,USD,SUCCESS
PAY0000336,O001203,2023-04-18 00:59:46.555689335,UPI,2588.07,USD,SUCCESS
PAY0000337,O000480,2023-02-14 11:24:48.517154455,GIFT_CARD,3589.54,USD,SUCCESS
PAY0000338,O000957,2023-04-08 00:29:13.088926792,PAYPAL,859.22,INR,SUCCESS
PAY0000339,O000159,2024-11-25 04:28:13.401173830,CREDIT_CARD,2287.4,EUR,SUCCESS
PAY0000340,O000755,2023-11-18 12:23:34.437151909,UPI,740.24,USD,SUCCESS
PAY0000341,O000204,2023-02-05 18:24:16.552166700,UPI,2619.2,EUR,SUCCESS
PAY0000342,O000795,2024-03-02 01:16:44.534728765,CREDIT_CARD,2959.71,USD,SUCCESS
PAY0000343,O001302,2023-05-26 18:59:25.579113007,UPI,608.37,USD,SUCCESS
PAY0000344,O001167,2023-01-05 23:46:26.067903996,CREDIT_CARD,377.58,USD,SUCCESS
PAY0000345,O000512,2024-07-07 14:55:08.827172518,PAYPAL,833.67,USD,FAILED
PAY0000346,O000116,2023-04-24 01:12:04.113633633,GIFT_CARD,2931.69,EUR,FAILED
PAY0000347,O000392,2024-11-19 00:21:46.784682035,CREDIT_CARD,948.1,USD,SUCCESS
PAY0000348,O001367,2024-03-08 17:51:13.324106693,PAYPAL,1376.22,USD,FAILED
PAY0000349,O001397,2023-03-05 12:10:00.519283295,CREDIT_CARD,3512.73,USD,SUCCESS
PAY0000350,O000688,2023-06-09 00:17:02.365210533,UPI,1241.72,USD,SUCCESS
PAY0000351,O000930,2024-03-21 21:59:52.961252928,PAYPAL,1987.63,INR,FAILED
PAY0000352,O000726,2023-09-04 19:44:05.983473539,CREDIT_CARD,4644.23,INR,SUCCESS
PAY0000353,O000369,2024-01-24 11:08:46.515768290,PAYPAL,4124.98,INR,FAILED
PAY0000354,O001239,2024-08-06 15:27:03.802926302,CREDIT_CARD,1277.36,USD,SUCCESS
PAY0000355,O000569,2024-08-01 14:22:42.327558994,CREDIT_CARD,2987.88,USD,SUCCESS
PAY0000356,O000901,2024-05-24 12:43:43.700819731,PAYPAL,3329.02,INR,SUCCESS
PAY0000357,O000741,2024-10-08 19:40:17.196230412,PAYPAL,4501.21,INR,SUCCESS
PAY0000358,O000327,2023-05-26 12:47:57.539201021,PAYPAL,2737.34,USD,SUCCESS
PAY0000359,O000037,2023-05-10 09:16:15.165889502,UPI,2806.43,EUR,SUCCESS
PAY0000360,O000986,2024-08-06 12:36:12.689136267,GIFT_CARD,4442.24,USD,SUCCESS
PAY0000361,O000380,2023-08-23 05:58:52.845280886,CREDIT_CARD,271.91,INR,SUCCESS
PAY0000362,O000796,2024-01-09 21:26:09.159828424,CREDIT_CARD,3140.71,USD,SUCCESS
PAY0000363,O001348,2024-06-27 02:02:29.924039125,PAYPAL,2083.25,EUR,SUCCESS
PAY0000364,O000369,2023-10-17 00:44:05.765413046,CREDIT_CARD,4548.82,USD,SUCCESS
PAY0000365,O000224,2023-04-06 00:26:36.597849369,GIFT_CARD,4802.7,USD,SUCCESS
PAY0000366,O000814,2024-05-11 00:05:24.631128073,GIFT_CARD,851.24,USD,SUCCESS
PAY0000367,O001124,2024-08-19 12:37:56.847274303,CREDIT_CARD,1407.34,USD,SUCCESS
PAY0000368,O001099,2023-01-10 08:12:30.270012617,CREDIT_CARD,1367.29,USD,SUCCESS
PAY0000369,O000724,2024-02-15 15:54:47.072824240,PAYPAL,503.14,USD,FAILED
PAY0000370,O001461,2023-12-09 15:58:37.987699032,GIFT_CARD,2414.72,USD,SUCCESS
PAY0000371,O000703,2023-07-09 12:07:19.323689222,CREDIT_CARD,2565.41,USD,SUCCESS
PAY0000372,O001392,2023-04-28 13:13:13.785387993,GIFT_CARD,2864.89,USD,SUCCESS
PAY0000373,O000063,2023-05-18 06:24:49.297752857,CREDIT_CARD,3314.79,USD,SUCCESS
PAY0000374,O000099,2024-06-13 05:31:48.675421000,UPI,314.59,USD,SUCCESS
PAY0000375,O000777,2024-01-27 10:08:19.500706434,GIFT_CARD,3112.42,USD,SUCCESS
PAY0000376,O001249,2024-12-17 05:49:29.139557600,UPI,4569.05,INR,SUCCESS
PAY0000377,O000075,2023-06-27 13:24:12.907359838,PAYPAL,2274.95,EUR,SUCCESS
PAY0000378,O000184,2024-11-29 12:57:40.238356829,GIFT_CARD,533.56,EUR,SUCCESS
PAY0000379,O001317,2024-01-12 00:43:10.126590014,CREDIT_CARD,429.72,USD,SUCCESS
PAY0000380,O001081,2023-04-17 14:22:55.691077471,CREDIT_CARD,1408.76,USD,SUCCESS
PAY0000381,O001273,2023-04-19 04:05:48.581129789,UPI,3762.62,INR,SUCCESS
PAY0000382,O000469,2024-03-20 06:06:40.296195269,GIFT_CARD,1305.0,USD,SUCCESS
PAY0000383,O000140,2024-08-29 22:31:35.475566626,GIFT_CARD,4071.65,EUR,FAILED
PAY0000384,O000359,2024-06-29 19:54:21.320789576,GIFT_CARD,4098.3,USD,SUCCESS
PAY0000385,O001432,2024-04-23 14:35:27.754712582,PAYPAL,2285.56,USD,FAILED
PAY0000386,O001498,2023-05-06 15:19:59.717258215,GIFT_CARD,1503.94,USD,SUCCESS
PAY0000387,O001470,2023-03-21 02:07:00.843984604,PAYPAL,2988.34,INR,SUCCESS
PAY0000388,O000980,2023-01-01 04:20:43.351341009,CREDIT_CARD,4052.65,USD,SUCCESS
PAY0000389,O001256,2023-03-16 07:25:42.415746927,UPI,322.85,USD,SUCCESS
PAY0000390,O000300,2024-07-13 10:44:34.667191982,UPI,4767.12,EUR,SUCCESS
PAY0000391,O000426,2024-10-15 12:45:08.093260527,GIFT_CARD,3229.5,USD,SUCCESS
PAY0000392,O000995,2023-06-25 10:56:24.140928984,UPI,1990.74,USD,SUCCESS
PAY0000393,O000161,2024-08-03 06:32:49.533667803,GIFT_CARD,2530.1,USD,SUCCESS
PAY0000394,O000401,2023-05-26 03:49:49.344426632,CREDIT_CARD,1927.96,USD,FAILED
PAY0000395,O001402,2023-07-01 23:14:23.612768412,CREDIT_CARD,2063.06,EUR,SUCCESS
PAY0000396,O001281,2023-06-13 15:14:59.329504967,CREDIT_CARD,2978.08,INR,SUCCESS
PAY0000397,O000741,2023-02-07 18:18:28.823549271,UPI,301.2,USD,SUCCESS
PAY0000398,O000862,2023-05-22 15:57:12.301613569,GIFT_CARD,876.89,USD,SUCCESS
PAY0000399,O000494,2023-09-30 16:28:45.831072330,PAYPAL,1135.2,USD,FAILED
PAY0000400,O000489,2023-10-23 23:49:45.888970137,CREDIT_CARD,2037.57,USD,SUCCESS
PAY0000401,O001206,2023-08-14 21:51:05.657069445,CREDIT_CARD,1855.29,USD,SUCCESS
PAY0000402,O000526,2024-01-11 17:59:13.216130018,PAYPAL,3611.02,USD,SUCCESS
PAY0000403,O001124,2023-10-03 22:31:44.520228863,PAYPAL,1295.9,USD,SUCCESS
PAY0000404,O000737,2024-12-09 08:47:18.963491917,UPI,285.36,USD,FAILED
PAY0000405,O000358,2024-08-12 08:46:47.855581522,CREDIT_CARD,277.21,INR,SUCCESS
PAY0000406,O001255,2024-11-10 14:43:23.163311958,UPI,56.57,EUR,SUCCESS
PAY0000407,O000565,2024-02-11 22:07:12.351527691,CREDIT_CARD,190.13,USD,SUCCESS
PAY0000408,O001030,2024-05-10 04:30:37.062710285,UPI,4293.3,USD,SUCCESS
PAY0000409,O000090,2023-05-02 16:10:12.330382586,UPI,3486.21,USD,SUCCESS
PAY0000410,O000064,2024-07-03 12:48:23.280460358,PAYPAL,4979.66,EUR,SUCCESS
PAY0000411,O001112,2023-06-22 06:12:49.923416138,GIFT_CARD,101.56,INR,SUCCESS
PAY0000412,O001057,2023-04-17 10:59:34.418050051,GIFT_CARD,4245.01,EUR,SUCCESS
PAY0000413,O001096,2023-01-31 13:22:32.843676329,GIFT_CARD,3480.28,USD,FAILED
PAY0000414,O000253,2023-12-11 17:28:26.302895069,CREDIT_CARD,3201.71,USD,SUCCESS
PAY0000415,O000107,2023-07-29 08:32:52.183342457,PAYPAL,1782.66,INR,SUCCESS
PAY0000416,O000930,2024-12-21 07:27:36.232509613,PAYPAL,1883.64,EUR,SUCCESS
PAY0000417,O000514,2023-07-02 09:05:49.096741438,PAYPAL,4227.81,EUR,SUCCESS
PAY0000418,O000136,2024-09-24 13:50:17.776258230,CREDIT_CARD,3567.42,USD,SUCCESS
PAY0000419,O000629,2023-08-20 00:00:26.046651125,UPI,3351.58,USD,SUCCESS
PAY0000420,O000409,2024-06-30 20:42:08.829048395,UPI,153.25,USD,SUCCESS
PAY0000421,O000121,2024-04-26 16:25:11.108716488,GIFT_CARD,921.6,INR,FAILED
PAY0000422,O000800,2024-02-15 02:26:52.359621525,GIFT_CARD,4813.12,INR,SUCCESS
PAY0000423,O000824,2023-11-01 06:46:22.833537102,CREDIT_CARD,2271.86,USD,SUCCESS
PAY0000424,O001118,2024-05-04 21:45:35.370134115,CREDIT_CARD,3906.97,USD,SUCCESS
PAY0000425,O000505,2023-10-25 07:31:00.104877710,GIFT_CARD,1946.63,USD,FAILED
PAY0000426,O000007,2024-02-05 02:42:57.979492664,UPI,3821.61,USD,SUCCESS
PAY0000427,O000944,2024-03-06 13:19:35.145718336,UPI,596.06,USD,SUCCESS
PAY0000428,O000191,2023-07-15 04:03:48.438181400,PAYPAL,210.64,USD,SUCCESS
PAY0000429,O000457,2023-09-06 00:10:59.096605539,GIFT_CARD,2330.88,USD,SUCCESS
PAY0000430,O000386,2023-01-14 04:14:13.608717680,GIFT_CARD,2958.23,USD,FAILED
PAY0000431,O000803,2024-09-14 01:49:32.031395911,UPI,1618.51,EUR,SUCCESS
PAY0000432,O000866,2024-07-05 20:49:28.877329588,PAYPAL,3580.02,USD,SUCCESS
PAY0000433,O001023,2023-05-14 23:27:12.750721931,GIFT_CARD,2479.1,EUR,SUCCESS
PAY0000434,O000278,2023-09-22 07:05:19.838939905,UPI,4641.58,USD,SUCCESS
PAY0000435,O001472,2023-11-04 09:08:14.432345390,UPI,424.95,EUR,SUCCESS
PAY0000436,O000827,2023-09-02 02:18:52.861829519,UPI,332.84,INR,SUCCESS
PAY0000437,O000945,2024-08-05 17:12:50.298259258,PAYPAL,4525.61,USD,SUCCESS
PAY0000438,O000052,2024-06-13 13:22:14.776115894,PAYPAL,3345.54,USD,FAILED
PAY0000439,O001429,2024-07-14 00:37:15.427465439,UPI,3355.59,USD,SUCCESS
PAY0000440,O000396,2024-10-22 00:21:30.572531462,PAYPAL,137.78,USD,SUCCESS
PAY0000441,O000779,2024-03-10 11:03:00.012148619,PAYPAL,4688.38,USD,FAILED
PAY0000442,O000694,2024-03-24 14:38:29.200457335,PAYPAL,3859.13,USD,SUCCESS
PAY0000443,O000211,2024-06-11 00:17:08.794390202,PAYPAL,3821.57,EUR,SUCCESS
PAY0000444,O000890,2024-05-12 07:11:42.209807396,CREDIT_CARD,4559.65,USD,SUCCESS
PAY0000445,O000270,2024-09-26 23:07:26.696459293,GIFT_CARD,2890.77,USD,SUCCESS
PAY0000446,O000545,2024-07-16 05:52:21.239027023,GIFT_CARD,1973.33,USD,SUCCESS
PAY0000447,O001007,2023-03-29 22:26:05.858551502,PAYPAL,2403.4,USD,FAILED
PAY0000448,O000845,2024-11-08 16:50:34.593522787,UPI,3886.2,USD,SUCCESS
PAY0000449,O001016,2024-05-13 15:53:58.437877417,GIFT_CARD,3843.65,USD,SUCCESS
PAY0000450,O001306,2023-04-03 19:35:47.833719730,PAYPAL,3047.93,INR,FAILED
PAY0000451,O000398,2024-07-17 12:58:47.459075212,GIFT_CARD,1090.4,USD,SUCCESS
PAY0000452,O001240,2023-09-19 15:23:15.075711012,UPI,4094.42,USD,SUCCESS
PAY0000453,O001456,2024-08-11 08:43:58.867966413,PAYPAL,3236.21,USD,FAILED
PAY0000454,O001345,2024-11-28 10:42:43.636278868,UPI,1106.31,USD,SUCCESS
PAY0000455,O000814,2023-07-06 07:50:25.701462507,GIFT_CARD,2403.22,EUR,SUCCESS
PAY0000456,O000639,2024-09-17 21:50:29.498667479,CREDIT_CARD,4986.03,INR,SUCCESS
PAY0000457,O000493,2024-07-18 16:47:42.737718582,UPI,1641.9,USD,SUCCESS
PAY0000458,O000951,2024-05-04 23:09:34.025443792,PAYPAL,582.8,EUR,SUCCESS
PAY0000459,O000128,2023-10-08 23:48:28.586545944,PAYPAL,108.34,USD,SUCCESS
PAY0000460,O000074,2023-03-22 04:47:02.083873034,UPI,923.16,USD,FAILED
PAY0000461,O001500,2023-12-20 05:52:20.730565548,CREDIT_CARD,934.83,USD,SUCCESS
PAY0000462,O000452,2023-03-19 03:16:45.673325777,GIFT_CARD,4290.34,INR,SUCCESS
PAY0000463,O001486,2024-01-01 02:34:45.893669605,GIFT_CARD,780.77,USD,SUCCESS
PAY0000464,O000438,2024-08-21 19:32:17.174356699,GIFT_CARD,4313.25,USD,SUCCESS
PAY0000465,O001280,2024-12-29 06:37:12.412937641,GIFT_CARD,433.58,USD,SUCCESS
PAY0000466,O000448,2023-05-25 13:06:45.451293468,GIFT_CARD,4533.22,EUR,SUCCESS
PAY0000467,O001126,2023-06-01 17:40:22.446911335,PAYPAL,1281.77,USD,SUCCESS
PAY0000468,O000559,2024-08-14 22:40:33.510799408,PAYPAL,3057.49,USD,FAILED
PAY0000469,O000970,2023-12-09 09:54:26.056249619,UPI,798.64,INR,SUCCESS
PAY0000470,O000937,2024-10-30 12:53:47.480922937,UPI,1950.28,INR,SUCCESS
PAY0000471,O000283,2024-07-15 08:48:50.696722269,GIFT_CARD,428.84,EUR,SUCCESS
PAY0000472,O000760,2024-06-21 14:12:51.977062702,GIFT_CARD,2897.64,EUR,SUCCESS
PAY0000473,O001228,2023-03-16 10:13:44.312266588,GIFT_CARD,1729.39,EUR,FAILED
PAY0000474,O000086,2023-01-27 04:32:23.646660328,CREDIT_CARD,4260.75,USD,SUCCESS
PAY0000475,O001348,2023-08-20 05:41:04.561586857,UPI,909.08,USD,SUCCESS
PAY0000476,O000164,2023-06-08 15:04:02.215465307,PAYPAL,1399.94,USD,SUCCESS
PAY0000477,O000877,2024-06-03 23:39:06.053283215,GIFT_CARD,886.27,INR,SUCCESS
PAY0000478,O001081,2023-11-26 00:51:17.450601101,UPI,2819.11,EUR,SUCCESS
PAY0000479,O000206,2024-01-17 21:31:28.140595198,CREDIT_CARD,558.74,USD,SUCCESS
PAY0000480,O001453,2024-08-17 00:45:02.807696342,CREDIT_CARD,946.79,USD,SUCCESS
PAY0000481,O000148,2023-12-16 07:24:07.288326740,GIFT_CARD,3392.45,EUR,SUCCESS
PAY0000482,O001325,2024-02-02 19:06:32.905838013,PAYPAL,372.07,USD,SUCCESS
PAY0000483,O000791,2024-09-06 21:27:03.842886686,UPI,3715.82,USD,SUCCESS
PAY0000484,O001314,2023-11-11 21:00:12.164643526,PAYPAL,521.67,USD,SUCCESS
PAY0000485,O001045,2023-03-02 16:22:47.721526623,GIFT_CARD,2927.44,USD,SUCCESS
PAY0000486,O000947,2024-01-16 20:16:30.979448557,GIFT_CARD,4989.05,INR,SUCCESS
PAY0000487,O001161,2024-02-27 22:25:00.147934198,CREDIT_CARD,869.46,EUR,FAILED
PAY0000488,O001393,2024-01-09 14:40:48.041629076,CREDIT_CARD,1305.43,INR,SUCCESS
PAY0000489,O000557,2023-07-08 09:01:39.149981022,UPI,4492.13,USD,SUCCESS
PAY0000490,O001460,2023-06-13 07:02:59.984798193,GIFT_CARD,3131.43,EUR,SUCCESS
PAY0000491,O000761,2023-09-27 22:07:53.890485048,GIFT_CARD,2462.66,USD,SUCCESS
PAY0000492,O000030,2023-05-02 08:19:38.994904041,UPI,2813.53,USD,FAILED
PAY0000493,O001472,2024-05-01 04:44:05.499159336,PAYPAL,1477.48,USD,FAILED
PAY0000494,O000225,2024-03-24 17:06:15.373509645,CREDIT_CARD,4276.61,INR,SUCCESS
PAY0000495,O001410,2024-04-06 15:34:16.272092342,GIFT_CARD,3726.35,USD,FAILED
PAY0000496,O000429,2023-06-14 02:27:07.487322330,GIFT_CARD,3212.33,USD,SUCCESS
PAY0000497,O000529,2023-06-29 23:11:17.983867407,PAYPAL,4658.71,INR,SUCCESS
PAY0000498,O001052,2024-07-28 19:04:38.423137903,PAYPAL,2890.55,USD,SUCCESS
PAY0000499,O000126,2024-05-18 18:45:29.718810558,PAYPAL,2559.39,EUR,FAILED
PAY0000500,O000813,2024-09-30 21:09:03.446695089,CREDIT_CARD,4878.47,EUR,SUCCESS
PAY0000501,O000499,2023-10-22 13:25:12.631618023,UPI,1030.07,EUR,SUCCESS
PAY0000502,O001211,2024-02-04 13:11:01.026069403,GIFT_CARD,709.84,USD,SUCCESS
PAY0000503,O000654,2024-06-23 07:23:07.468442917,CREDIT_CARD,811.41,USD,SUCCESS
PAY0000504,O001396,2024-12-12 03:11:42.206821442,PAYPAL,4947.21,INR,FAILED
PAY0000505,O000138,2024-12-23 10:20:57.699803829,GIFT_CARD,3261.26,USD,SUCCESS
PAY0000506,O000994,2024-12-30 09:33:11.615830183,GIFT_CARD,1529.61,USD,SUCCESS
PAY0000507,O001361,2024-10-12 02:01:26.339863539,CREDIT_CARD,1244.89,USD,SUCCESS
PAY0000508,O000741,2024-04-11 22:40:56.464613676,PAYPAL,283.19,USD,SUCCESS
PAY0000509,O000214,2023-01-06 02:07:51.808192253,PAYPAL,659.74,USD,SUCCESS
PAY0000510,O000291,2024-05-25 16:00:24.237454653,UPI,4540.86,EUR,SUCCESS
PAY0000511,O000944,2023-06-24 04:15:48.681789160,PAYPAL,3736.71,USD,SUCCESS
PAY0000512,O000371,2023-02-11 17:34:06.315151691,CREDIT_CARD,4707.8,USD,SUCCESS
PAY0000513,O000530,2024-05-23 22:40:16.302427530,UPI,2118.65,USD,SUCCESS
PAY0000514,O000692,2024-07-05 21:18:41.198856831,UPI,3006.19,EUR,SUCCESS
PAY0000515,O000549,2024-04-26 09:16:05.755220413,UPI,2418.36,USD,SUCCESS
PAY0000516,O001320,2023-09-24 13:46:28.604858875,UPI,4406.93,USD,SUCCESS
PAY0000517,O000774,2024-01-09 00:47:32.113918543,UPI,4956.91,USD,SUCCESS
PAY0000518,O001017,2024-11-13 12:16:56.729875803,CREDIT_CARD,4663.88,USD,SUCCESS
PAY0000519,O000419,2024-06-16 14:47:02.846097708,GIFT_CARD,2990.28,USD,SUCCESS
PAY0000520,O000361,2024-01-04 10:04:03.975270033,PAYPAL,309.01,EUR,SUCCESS
PAY0000521,O001182,2024-03-09 05:13:44.911858082,GIFT_CARD,3087.63,USD,SUCCESS
PAY0000522,O001099,2024-11-08 05:00:59.914901495,GIFT_CARD,485.24,USD,SUCCESS
PAY0000523,O001396,2023-10-15 11:04:11.244593143,PAYPAL,694.11,USD,SUCCESS
PAY0000524,O000920,2023-03-16 08:18:06.823138714,PAYPAL,956.72,USD,SUCCESS
PAY0000525,O000567,2023-08-26 20:28:32.716696024,GIFT_CARD,1817.47,USD,FAILED
PAY0000526,O000718,2023-10-31 02:18:27.943846941,PAYPAL,2958.93,USD,SUCCESS
PAY0000527,O000727,2023-07-19 06:19:37.199840784,UPI,1667.77,USD,FAILED
PAY0000528,O001130,2024-01-22 03:35:47.543931246,PAYPAL,2261.34,EUR,SUCCESS
PAY0000529,O000367,2023-08-11 13:06:35.901213408,PAYPAL,236.45,USD,SUCCESS
PAY0000530,O000402,2023-03-17 07:42:22.809237719,UPI,3098.79,USD,SUCCESS
PAY0000531,O000103,2023-05-18 06:57:37.290160894,UPI,3285.16,USD,SUCCESS
PAY0000532,O000787,2024-11-01 06:05:40.493664265,UPI,496.95,EUR,FAILED
PAY0000533,O000325,2024-04-04 14:30:55.518649578,PAYPAL,3925.59,EUR,SUCCESS
PAY0000534,O000373,2023-08-18 10:41:19.131391048,UPI,3237.3,USD,SUCCESS
PAY0000535,O000338,2023-09-25 20:24:06.577227831,UPI,2448.65,USD,FAILED
PAY0000536,O000891,2023-12-27 04:04:23.387109995,CREDIT_CARD,2764.3,USD,SUCCESS
PAY0000537,O001057,2024-05-06 09:14:17.476866961,CREDIT_CARD,2515.23,USD,SUCCESS
PAY0000538,O001132,2024-02-29 23:47:30.012226343,PAYPAL,268.96,USD,SUCCESS
PAY0000539,O001446,2024-11-11 20:52:16.112433910,UPI,3675.75,INR,SUCCESS
PAY0000540,O001293,2024-04-01 19:07:09.989568710,PAYPAL,2559.05,INR,SUCCESS
PAY0000541,O001097,2024-10-26 21:04:31.737642765,CREDIT_CARD,864.12,EUR,SUCCESS
PAY0000542,O001205,2023-01-04 23:08:10.998827457,CREDIT_CARD,3403.65,USD,SUCCESS
PAY0000543,O001176,2024-10-12 02:36:07.013061047,UPI,3475.33,USD,SUCCESS
PAY0000544,O001092,2024-06-10 15:57:16.060194254,PAYPAL,1067.48,USD,SUCCESS
PAY0000545,O001396,2023-05-06 16:49:45.537757397,CREDIT_CARD,3982.48,USD,SUCCESS
PAY0000546,O001372,2023-07-12 00:25:33.949823856,GIFT_CARD,2282.52,EUR,SUCCESS
PAY0000547,O000997,2024-02-01 06:01:52.267264365,UPI,903.05,USD,SUCCESS
PAY0000548,O000032,2023-04-02 04:54:59.334269524,PAYPAL,3288.1,USD,SUCCESS
PAY0000549,O000927,2024-07-27 07:39:07.469434977,GIFT_CARD,2983.63,EUR,SUCCESS
PAY0000550,O000620,2024-07-31 13:21:58.090380907,UPI,852.03,INR,SUCCESS
PAY0000551,O001103,2023-08-08 16:37:34.612453222,UPI,4361.74,EUR,SUCCESS
PAY0000552,O001283,2023-02-20 23:11:38.137644291,CREDIT_CARD,4272.67,EUR,SUCCESS
PAY0000553,O000878,2024-12-22 20:36:26.948780060,PAYPAL,4181.22,USD,SUCCESS
PAY0000554,O000175,2023-07-03 00:46:11.871698141,CREDIT_CARD,1996.14,USD,SUCCESS
PAY0000555,O001391,2023-02-19 07:37:39.255887508,GIFT_CARD,4123.11,USD,SUCCESS
