order_item_id,order_id,product_id,quantity,unit_price
OI0000687,O000036,P00903,1,284.72
OI0000688,O000067,P00801,0,917.27
OI0000689,O000645,P00137,3,280.54
OI0000690,O001305,P00030,1,707.9
OI0000691,O001035,P00146,2,1017.88
OI0000692,O000322,P00824,0,850.3
OI0000693,O000240,P00986,2,1383.54
OI0000694,O001017,P00468,1,64.38
OI0000695,O001084,P00998,2,423.29
OI0000696,O000650,P00617,3,90.34
OI0000697,O000562,P00503,1,295.93
OI0000698,O000165,P00799,2,190.36
OI0000699,O000831,P00968,2,1100.33
OI0000700,O000189,P00191,1,557.22
OI0000701,O000092,P00471,1,1387.94
OI0000702,O000289,P00690,3,39.95
OI0000703,O001099,P00345,4,981.12
OI0000704,O001452,P00751,4,1455.96
OI0000705,O001409,P00001,3,267.88
OI0000706,O001077,P00110,1,666.44
OI0000707,O000175,P00850,1,1054.33
OI0000708,O000474,P00787,1,951.54
OI0000709,O001385,P00883,1,851.21
OI0000710,O000270,P00894,1,493.5
OI0000711,O000407,P00746,1,1093.66
OI0000712,O001148,P00064,3,981.62
OI0000713,O000694,P00756,4,248.39
OI0000714,O000376,P00053,4,1446.32
OI0000715,O001416,P00262,1,835.73
OI0000716,O000182,P00529,4,790.57
OI0000717,O000036,P00302,1,1273.11
OI0000718,O001236,P00968,1,962.42
OI0000719,O000134,P00886,2,116.35
OI0000720,O000865,P00234,1,762.35
OI0000721,O000924,P00073,4,1171.99
OI0000722,O000690,P00357,1,1051.47
OI0000723,O000491,P00951,1,1456.3
OI0000724,O000841,P00603,1,42.25
OI0000725,O000988,P00484,3,395.52
OI0000726,O001462,P00006,1,825.99
OI0000727,O000839,P00710,2,931.14
OI0000728,O001070,P00877,2,415.16
OI0000729,O000668,P00708,2,1241.07
OI0000730,O001425,P00982,1,250.7
OI0000731,O001020,P00808,1,6.27
OI0000732,O000432,P00859,2,1428.83
OI0000733,O001452,P00997,4,590.38
OI0000734,O000748,P00834,3,1436.45
OI0000735,O000828,P00137,1,420.51
OI0000736,O000517,P00779,0,99.86
OI0000737,O000462,P00404,1,1159.92
OI0000738,O000966,P00628,3,1254.55
OI0000739,O000181,P00555,1,740.67
OI0000740,O000145,P00743,2,115.41
OI0000741,O001289,P00570,4,982.93
OI0000742,O000735,P00206,1,277.31
OI0000743,O000406,P00410,1,1274.83
OI0000744,O000813,P00806,4,414.66
OI0000745,O000969,P00606,1,1272.32
OI0000746,O000955,P00036,1,643.25
OI0000747,O000484,P00230,1,896.75
OI0000748,O000482,P00227,1,1185.4
OI0000749,O001261,P00695,2,65.46
OI0000750,O000339,P00262,1,1232.64
OI0000751,O000268,P00131,1,212.28
OI0000752,O000266,P00577,2,540.84
OI0000753,O000528,P00892,1,711.81
OI0000754,O001116,P00448,1,1343.66
OI0000755,O001272,P00186,2,38.55
OI0000756,O001043,P00629,3,841.01
OI0000757,O000872,P00186,1,965.57
OI0000758,O001414,P00274,1,478.29
OI0000759,O001412,P00663,2,439.28
OI0000760,O000926,P00352,2,738.25
OI0000761,O001119,P00413,1,284.72
OI0000762,O000430,P00151,1,704.84
OI0000763,O000795,P00384,1,1148.71
OI0000764,O000941,P00036,3,1268.87
OI0000765,O001061,P00326,1,580.82
OI0000766,O001417,P00465,3,927.87
OI0000767,O001315,P00466,2,5.03
OI0000768,O000303,P00095,2,827.78
OI0000769,O000401,P00134,4,1462.98
OI0000770,O000823,P00162,1,471.84
OI0000771,O000344,P00556,1,894.19
OI0000772,O000863,P00300,1,1144.61
OI0000773,O000518,P00795,1,915.35
OI0000774,O001401,P00356,1,630.66
OI0000775,O000165,P00240,1,233.1
OI0000776,O001037,P00564,4,698.23
OI0000777,O000025,P00938,2,445.7
OI0000778,O001147,P00793,3,1045.4
OI0000779,O000129,P00586,1,665.66
OI0000780,O000817,P00807,2,1275.57
OI0000781,O001018,P00750,0,294.02
OI0000782,O000595,P00167,1,629.49
OI0000783,O001333,P00140,2,838.47
OI0000784,O000436,P00139,0,193.39
OI0000785,O000182,P00881,3,883.93
OI0000786,O000616,P00235,1,439.93
OI0000787,O000744,P00003,1,348.16
OI0000788,O000043,P00256,1,217.16
OI0000789,O000404,P00371,4,528.07
OI0000790,O000605,P00278,1,1393.83
OI0000791,O000656,P00516,2,51.35
OI0000792,O000263,P00904,1,1278.97
OI0000793,O000070,P00782,1,599.05
OI0000794,O000661,P00212,2,844.59
OI0000795,O001316,P00216,1,771.65
OI0000796,O001238,P00270,1,1388.98
OI0000797,O000872,P00476,1,1156.34
OI0000798,O000822,P00528,3,1477.31
OI0000799,O000147,P00928,1,1192.67
OI0000800,O000025,P00064,1,447.35
OI0000801,O001347,P00751,1,1444.51
OI0000802,O001133,P00460,1,1475.43
OI0000803,O000693,P00016,1,189.03
OI0000804,O000251,P00564,1,1352.06
OI0000805,O000482,P00019,1,997.98
OI0000806,O000715,P00325,1,1383.38
OI0000807,O000816,P00908,3,1374.03
OI0000808,O000682,P00093,1,1337.6
OI0000809,O000175,P00773,1,1328.49
OI0000810,O001371,P00810,1,180.88
OI0000811,O001194,P00017,1,219.56
OI0000812,O000002,P00623,2,181.08
OI0000813,O000639,P00840,1,141.09
OI0000814,O000706,P00872,1,533.16
OI0000815,O000362,P00488,1,1027.52
OI0000816,O001320,P00094,1,535.27
OI0000817,O000570,P00010,3,1081.85
OI0000818,O000590,P00724,1,1231.32
OI0000819,O000202,P00749,1,1000.99
OI0000820,O001005,P00766,1,700.33
OI0000821,O001313,P00528,2,446.8
OI0000822,O001086,P00489,1,190.98
OI0000823,O000126,P00144,1,743.01
OI0000824,O000992,P00554,1,1080.8
OI0000825,O000049,P00515,1,824.62
OI0000826,O000846,P00919,1,1083.62
OI0000827,O000179,P00470,0,506.15
OI0000828,O000493,P00377,2,104.86
OI0000829,O001457,P00668,4,1157.79
OI0000830,O000572,P00494,2,333.49
OI0000831,O000302,P00685,1,926.35
OI0000832,O000964,P00484,2,1207.42
OI0000833,O000990,P00452,2,212.97
OI0000834,O001193,P00998,3,899.75
OI0000835,O000977,P00536,2,1035.61
OI0000836,O000269,P00787,2,1121.06
OI0000837,O001388,P00075,1,225.76
OI0000838,O000624,P00040,1,1238.55
OI0000839,O000100,P00302,1,145.75
OI0000840,O000215,P00552,0,781.78
OI0000841,O000625,P00062,1,667.9
OI0000842,O000097,P00750,1,336.54
OI0000843,O000819,P00503,2,456.39
OI0000844,O000630,P00999,4,250.83
OI0000845,O000548,P00245,1,641.46
OI0000846,O000337,P00018,1,58.09
OI0000847,O000359,P00652,3,1333.93
OI0000848,O001314,P00398,4,249.41
OI0000849,O001420,P00594,1,1329.6
OI0000850,O000816,P00189,1,1296.05
OI0000851,O000360,P00620,1,680.26
OI0000852,O001015,P00746,1,749.1
OI0000853,O000347,P00780,3,456.36
OI0000854,O001148,P00104,2,1495.33
OI0000855,O000552,P00923,1,1007.8
OI0000856,O000538,P00646,3,1427.95
OI0000857,O000654,P00344,2,625.12
OI0000858,O000422,P00371,4,1325.11
OI0000859,O000336,P00033,4,675.11
OI0000860,O000057,P00749,0,1300.91
OI0000861,O001017,P00374,1,200.74
OI0000862,O000912,P00848,1,957.1
OI0000863,O000717,P00178,4,1019.66
OI0000864,O001100,P00012,4,985.98
OI0000865,O001490,P00863,2,673.31
OI0000866,O000285,P00953,1,1027.45
OI0000867,O000722,P00741,1,363.0
OI0000868,O000386,P00821,3,895.79
OI0000869,O000950,P00781,2,833.58
OI0000870,O000770,P00890,1,480.92
OI0000871,O001283,P00456,1,1169.4
OI0000872,O000840,P00870,2,125.9
OI0000873,O000011,P00643,3,261.3
OI0000874,O000972,P00249,1,709.37
OI0000875,O000672,P00448,1,1338.15
OI0000876,O000260,P00980,2,864.86
OI0000877,O000393,P00570,4,1263.89
OI0000878,O000600,P00004,1,778.77
OI0000879,O001393,P00236,1,1179.26
OI0000880,O001208,P00173,1,492.07
OI0000881,O001040,P00322,1,1223.64
OI0000882,O000756,P00371,1,605.52
OI0000883,O001110,P00548,2,840.45
OI0000884,O000711,P00791,1,267.94
OI0000885,O001034,P00749,2,1381.05
OI0000886,O000477,P00787,1,1053.68
OI0000887,O001188,P00296,1,1288.99
OI0000888,O000024,P00840,1,315.76
OI0000889,O000312,P00400,1,106.19
OI0000890,O001262,P00058,1,509.13
OI0000891,O000462,P00875,3,777.44
OI0000892,O001486,P00530,1,1204.54
OI0000893,O001262,P00548,1,599.6
OI0000894,O000022,P00408,2,408.59
OI0000895,O000180,P00641,3,561.95
OI0000896,O000791,P00513,1,1056.89
OI0000897,O000730,P00064,1,507.65
OI0000898,O001499,P00574,2,1468.85
OI0000899,O000749,P00878,1,266.59
OI0000900,O000716,P00420,2,1130.88
OI0000901,O000339,P00843,1,885.8
OI0000902,O000531,P00146,3,353.48
OI0000903,O000692,P00272,1,1131.65
OI0000904,O000162,P00017,4,674.07
OI0000905,O001085,P00792,1,1025.19
OI0000906,O001109,P00098,3,995.07
OI0000907,O000490,P00452,1,170.41
OI0000908,O000005,P00739,1,1260.77
OI0000909,O000076,P00975,1,1023.8
OI0000910,O001277,P00898,3,1171.98
OI0000911,O000007,P00243,1,674.41
OI0000912,O000681,P00479,1,296.62
OI0000913,O000473,P00201,1,492.69
OI0000914,O001162,P00906,4,1352.7
OI0000915,O001382,P00949,1,1407.34
OI0000916,O000812,P00473,1,725.39
OI0000917,O000838,P00179,4,451.7
OI0000918,O000603,P00508,4,1096.82
OI0000919,O001187,P00453,1,1150.16
OI0000920,O000318,P00270,3,1224.12
OI0000921,O001482,P00234,1,51.47
OI0000922,O001277,P00624,1,19.55
OI0000923,O001225,P00486,3,538.95
OI0000924,O001189,P01000,3,232.98
OI0000925,O000232,P00578,1,1208.45
OI0000926,O000328,P00338,1,801.6
OI0000927,O000238,P00861,1,1238.9
OI0000928,O001144,P00949,3,269.49
OI0000929,O000950,P00757,4,942.7
OI0000930,O000895,P00757,1,872.36
OI0000931,O000619,P00980,3,513.87
OI0000932,O000250,P00448,1,778.04
OI0000933,O001360,P00584,2,885.6
OI0000934,O001308,P00357,1,1334.78
OI0000935,O000198,P00049,2,88.18
OI0000936,O000416,P00496,1,1235.94
OI0000937,O000732,P00346,4,1470.33
OI0000938,O001419,P00702,1,1099.0
OI0000939,O000938,P00293,1,1107.33
OI0000940,O001175,P00689,3,330.87
OI0000941,O001289,P00964,1,786.99
OI0000942,O001244,P00673,1,1060.38
OI0000943,O001240,P00150,1,905.41
OI0000944,O001339,P00582,3,580.77
OI0000945,O000216,P00545,1,1410.48
OI0000946,O001359,P00796,1,773.41
OI0000947,O001383,P00856,1,1454.96
OI0000948,O001185,P00260,4,847.99
OI0000949,O000815,P00322,1,1191.11
OI0000950,O000610,P00077,1,1114.32
OI0000951,O000511,P00110,2,992.93
OI0000952,O000918,P00817,1,26.62
OI0000953,O000157,P00896,1,120.76
OI0000954,O000162,P00651,4,874.32
OI0000955,O000042,P00547,0,1368.11
OI0000956,O001204,P00423,3,903.71
OI0000957,O000303,P00394,3,357.81
OI0000958,O001354,P00235,1,483.73
OI0000959,O001014,P00330,1,936.62
OI0000960,O000764,P00712,4,897.6
OI0000961,O001453,P00325,3,1433.78
OI0000962,O001374,P00151,1,795.98
OI0000963,O000120,P00546,1,535.75
OI0000964,O001099,P00636,2,789.86
OI0000965,O000674,P00879,1,1180.42
OI0000966,O000661,P00032,1,812.84
OI0000967,O000123,P00272,4,492.45
OI0000968,O000653,P00836,1,511.24
OI0000969,O001206,P00822,3,1136.43
OI0000970,O000921,P00636,2,104.34
OI0000971,O001014,P00924,1,415.76
OI0000972,O000789,P00368,2,233.79
OI0000973,O000257,P00492,1,1417.29
OI0000974,O000757,P00316,1,139.69
OI0000975,O000598,P00590,1,1138.48
OI0000976,O001293,P00588,2,947.49
OI0000977,O001204,P00572,2,951.04
OI0000978,O000791,P00597,4,1146.33
OI0000979,O001173,P00368,3,603.73
OI0000980,O001172,P00080,1,604.11
OI0000981,O000680,P00886,3,436.62
OI0000982,O001033,P00172,0,898.64
OI0000983,O001202,P00258,1,1395.06
OI0000984,O000796,P00279,1,1386.35
OI0000985,O001419,P00504,2,1055.93
OI0000986,O000608,P00733,1,1359.75
OI0000987,O000331,P00558,1,1445.46
OI0000988,O000056,P00491,1,1193.68
OI0000989,O001231,P00585,1,614.71
OI0000990,O000105,P00566,4,727.42
OI0000991,O000547,P00839,4,1397.23
OI0000992,O000793,P00733,2,1006.66
OI0000993,O001379,P00893,2,1231.94
OI0000994,O000489,P00337,2,178.59
OI0000995,O001074,P00521,3,294.88
OI0000996,O001111,P00326,2,519.44
OI0000997,O000303,P00172,1,286.42
OI0000998,O001025,P00084,1,1360.17
OI0000999,O001405,P00842,1,329.25
OI0001000,O000650,P00841,1,837.99
OI0001001,O000648,P00524,1,132.75
OI0001002,O001386,P00481,3,236.67
OI0001003,O000381,P00544,2,374.89
OI0001004,O000162,P00418,0,1474.43
OI0001005,O000019,P00339,1,1196.61
OI0001006,O000974,P00801,2,1011.96
OI0001007,O000243,P00320,1,1374.81
OI0001008,O000129,P00304,1,1434.53
OI0001009,O001200,P00272,3,683.09
OI0001010,O000409,P00690,1,494.9
OI0001011,O000792,P00114,3,476.4
OI0001012,O000943,P00407,3,58.42
OI0001013,O001108,P00026,3,423.06
OI0001014,O001400,P00237,0,535.79
OI0001015,O000222,P00310,1,60.16
OI0001016,O001349,P00684,1,1324.49
OI0001017,O001475,P00233,1,1272.55
OI0001018,O001440,P00549,1,380.99
OI0001019,O000445,P00265,3,1204.83
OI0001020,O000618,P00990,4,1195.34
OI0001021,O001349,P00013,3,505.84
OI0001022,O000523,P00496,1,1047.12
OI0001023,O000166,P00316,2,438.34
OI0001024,O000708,P00618,1,110.06
OI0001025,O000743,P00638,1,759.67
OI0001026,O001262,P00848,3,660.3
OI0001027,O001009,P00384,0,211.54
OI0001028,O000913,P00642,1,738.38
OI0001029,O001037,P00991,3,1424.32
OI0001030,O001281,P00316,1,1098.43
OI0001031,O001234,P00256,4,1109.61
OI0001032,O000365,P00441,0,1137.54
OI0001033,O000225,P00115,3,1118.23
OI0001034,O000996,P00299,1,34.75
OI0001035,O000194,P00915,1,1387.41
OI0001036,O001220,P00124,1,1246.06
OI0001037,O001424,P00256,2,415.5
OI0001038,O000057,P00651,3,831.35
OI0001039,O000213,P00718,2,924.43
OI0001040,O001303,P00047,4,202.26
OI0001041,O001404,P00729,3,384.68
OI0001042,O000117,P00831,0,39.76
OI0001043,O001475,P00903,2,1296.61
OI0001044,O000599,P00463,1,42.23
OI0001045,O000410,P00350,1,481.45
OI0001046,O001391,P00123,1,121.98
OI0001047,O000812,P00031,1,1173.2
OI0001048,O000929,P00984,2,1387.85
OI0001049,O001137,P00055,1,846.41
OI0001050,O001188,P00153,2,213.65
OI0001051,O000004,P00456,4,839.45
OI0001052,O000023,P00286,0,1156.66
OI0001053,O000921,P00036,3,1079.03
OI0001054,O000745,P00818,2,1113.87
OI0001055,O000602,P00910,0,422.36
OI0001056,O000988,P00797,3,115.24
OI0001057,O001116,P00923,1,227.7
OI0001058,O000469,P00885,1,1433.48
OI0001059,O000970,P00256,1,922.2
OI0001060,O001179,P00178,1,1093.21
OI0001061,O000627,P00548,1,1349.1
OI0001062,O000207,P00254,1,1279.87
OI0001063,O001014,P00508,1,331.51
OI0001064,O000081,P00674,3,91.8
OI0001065,O000615,P00021,3,1388.07
OI0001066,O000483,P00806,1,1472.59
OI0001067,O000592,P00075,1,853.18
OI0001068,O001431,P00993,1,1333.16
OI0001069,O001127,P00719,3,351.56
OI0001070,O001264,P00460,1,171.0
OI0001071,O001289,P00984,0,752.23
OI0001072,O000033,P00178,1,1217.72
OI0001073,O000035,P00382,2,983.71
OI0001074,O001273,P00037,1,957.79
OI0001075,O001000,P00971,1,31.1
OI0001076,O001074,P00120,2,479.65
OI0001077,O000280,P00915,2,1409.55
OI0001078,O000152,P00630,2,205.74
OI0001079,O000701,P00001,1,1090.92
OI0001080,O000735,P00721,3,1140.17
OI0001081,O001019,P00936,1,1100.59
OI0001082,O001254,P00311,1,1483.98
OI0001083,O000665,P00208,1,616.77
OI0001084,O000923,P00154,1,1024.88
OI0001085,O001312,P00762,1,294.51
OI0001086,O001419,P00683,0,602.57
OI0001087,O000453,P00315,1,739.88
OI0001088,O000620,P00307,1,326.17
OI0001089,O001057,P00504,2,1360.68
OI0001090,O001387,P00619,1,1075.72
OI0001091,O001135,P00655,4,429.22
OI0001092,O001145,P00520,1,206.76
OI0001093,O000016,P00606,1,435.36
OI0001094,O000739,P00910,0,936.36
OI0001095,O000715,P00097,2,1240.48
OI0001096,O000714,P00490,2,757.24
OI0001097,O000098,P00007,4,158.23
OI0001098,O000116,P00786,1,377.73
OI0001099,O000965,P00012,1,520.99
OI0001100,O001495,P00514,2,956.02
OI0001101,O001463,P00946,2,373.73
OI0001102,O001305,P00349,4,354.72
OI0001103,O000349,P00917,1,432.87
OI0001104,O000232,P00007,2,890.83
OI0001105,O001135,P00500,1,741.48
OI0001106,O001376,P00475,1,1263.25
OI0001107,O001036,P00524,1,1048.41
OI0001108,O000984,P00852,2,1001.9
OI0001109,O000639,P00057,2,236.2
OI0001110,O000285,P00590,0,87.57
OI0001111,O000636,P00586,1,767.45
OI0001112,O000545,P00233,1,112.1
OI0001113,O000392,P00791,1,549.21
OI0001114,O001194,P00030,0,44.04
OI0001115,O000077,P00367,1,269.33
OI0001116,O000297,P00826,3,170.0
OI0001117,O000330,P00607,1,1202.47
OI0001118,O001087,P00820,1,522.46
OI0001119,O000270,P00056,4,122.88
OI0001120,O000216,P00010,0,401.89
OI0001121,O001214,P00915,3,1025.8
OI0001122,O001099,P00147,1,1119.72
OI0001123,O000510,P00364,4,184.2
OI0001124,O000579,P00599,1,1168.96
OI0001125,O001117,P00253,2,558.99
OI0001126,O001077,P00699,1,1020.68
OI0001127,O000496,P00940,4,1008.9
OI0001128,O000948,P00745,1,1191.42
OI0001129,O000094,P00253,1,1047.29
OI0001130,O000625,P00443,1,63.11
OI0001131,O000229,P00736,4,781.62
OI0001132,O000250,P00340,2,253.44
OI0001133,O001415,P00516,1,1455.1
OI0001134,O000721,P00353,1,387.47
OI0001135,O000980,P00624,1,633.06
OI0001136,O000182,P00705,1,299.07
OI0001137,O000267,P00653,1,206.21
OI0001138,O001004,P00323,4,903.39
OI0001139,O000281,P00140,2,742.3
OI0001140,O000962,P00861,4,565.12
OI0001141,O000667,P00951,1,132.7
OI0001142,O001107,P00445,2,1105.26
OI0001143,O001210,P00095,1,13.76
OI0001144,O000531,P00553,1,689.2
OI0001145,O001372,P00420,1,950.7
OI0001146,O000423,P00514,1,648.91
OI0001147,O000981,P00790,4,193.68
OI0001148,O000454,P00150,1,1168.48
OI0001149,O000267,P00553,3,489.3
OI0001150,O000507,P00351,2,206.46
OI0001151,O001166,P00116,1,827.65
OI0001152,O000316,P00632,1,33.66
OI0001153,O000764,P00237,1,489.48
OI0001154,O001256,P00270,1,1127.21
OI0001155,O001321,P00861,3,1369.5
OI0001156,O000898,P00291,4,889.63
OI0001157,O000953,P00434,1,330.33
OI0001158,O000875,P00009,4,333.9
OI0001159,O000916,P00751,1,907.79
OI0001160,O000022,P00630,1,613.11
OI0001161,O000384,P00864,1,270.01
OI0001162,O001150,P00827,1,1182.16
OI0001163,O000103,P00824,1,304.36
OI0001164,O000900,P00475,1,485.85
OI0001165,O000733,P00522,0,96.84
OI0001166,O000110,P00537,1,1053.55
OI0001167,O001496,P00685,1,416.54
OI0001168,O001089,P00737,0,353.14
OI0001169,O001496,P00011,1,458.52
OI0001170,O000670,P00613,2,1311.83
OI0001171,O001100,P00777,3,779.44
OI0001172,O001043,P00903,1,241.04
OI0001173,O000384,P00327,1,1162.85
OI0001174,O000190,P00930,2,316.64
OI0001175,O000762,P00595,0,621.65
OI0001176,O000360,P00276,2,854.27
OI0001177,O000875,P00370,1,878.74
OI0001178,O000886,P00490,1,108.2
OI0001179,O001476,P00345,1,1256.02
OI0001180,O000079,P00773,1,721.75
OI0001181,O000596,P00368,3,1483.94
OI0001182,O001196,P00733,1,1077.58
OI0001183,O001236,P00311,4,1488.89
OI0001184,O000886,P00731,1,682.95
OI0001185,O001015,P00601,4,215.47
OI0001186,O001469,P00485,1,1092.33
OI0001187,O000149,P00015,1,1167.75
OI0001188,O000010,P00758,2,1279.99
OI0001189,O000792,P00688,1,455.67
OI0001190,O001079,P00004,3,768.47
OI0001191,O000872,P00846,1,1286.97
OI0001192,O000180,P00376,2,1297.78
OI0001193,O000744,P00369,1,43.4
OI0001194,O000381,P00465,2,1008.02
OI0001195,O001446,P00533,2,904.52
OI0001196,O000451,P00720,3,129.59
OI0001197,O001117,P00986,1,1395.55
OI0001198,O001437,P00137,4,670.83
OI0001199,O000394,P00834,4,1013.02
OI0001200,O000965,P00363,3,1324.78
OI0001201,O001355,P00975,2,199.53
OI0001202,O000433,P00931,1,1284.49
OI0001203,O000954,P00216,1,1087.84
OI0001204,O001187,P00368,4,1260.19
OI0001205,O000946,P00117,4,744.78
OI0001206,O001064,P00179,0,55.06
OI0001207,O000766,P00246,1,1007.42
OI0001208,O000908,P00128,3,564.93
OI0001209,O000085,P00358,1,606.61
OI0001210,O000784,P00078,1,664.69
OI0001211,O000816,P00741,4,741.9
OI0001212,O001115,P00293,3,994.59
OI0001213,O001409,P00774,4,1091.53
OI0001214,O001217,P00082,1,1166.38
OI0001215,O001277,P00342,1,1009.05
OI0001216,O001268,P00338,2,1206.2
OI0001217,O000707,P00819,1,187.61
OI0001218,O000270,P00578,1,1256.04
OI0001219,O000841,P00096,3,583.98
OI0001220,O001043,P00145,4,795.52
OI0001221,O001064,P00577,1,653.5
OI0001222,O000516,P00521,1,716.2
OI0001223,O001057,P00397,1,431.71
OI0001224,O000450,P00996,1,259.08
OI0001225,O000685,P00357,1,161.82
OI0001226,O000625,P00186,1,679.84
OI0001227,O000885,P00670,1,192.27
OI0001228,O000319,P00543,3,371.26
OI0001229,O001148,P00151,1,204.76
OI0001230,O001396,P00319,2,168.14
OI0001231,O001375,P00754,2,1324.28
OI0001232,O001347,P00668,2,1012.67
OI0001233,O000488,P00059,4,1386.02
OI0001234,O000451,P00010,2,967.8
OI0001235,O000353,P00857,4,1266.71
OI0001236,O001140,P00124,1,835.17
OI0001237,O000955,P00356,2,696.63
OI0001238,O001037,P00346,1,795.07
OI0001239,O000320,P00794,4,483.74
OI0001240,O001189,P00237,1,988.67
OI0001241,O000085,P00333,1,1346.28
OI0001242,O000248,P00017,2,1174.62
OI0001243,O001456,P00424,1,695.69
OI0001244,O000568,P00324,2,1431.11
OI0001245,O000684,P00023,4,1478.21
OI0001246,O000644,P00931,4,742.19
OI0001247,O000479,P00459,1,1297.64
OI0001248,O000713,P00460,1,12.13
OI0001249,O000368,P00521,2,104.65
OI0001250,O000357,P00719,2,38.47
OI0001251,O000408,P00557,2,1160.88
OI0001252,O001369,P00421,2,124.27
OI0001253,O000179,P00965,2,30.49
OI0001254,O001449,P00403,1,225.39
OI0001255,O001467,P00331,3,462.91
OI0001256,O001330,P00457,1,699.73
OI0001257,O000367,P00483,0,102.78
OI0001258,O001060,P00498,3,750.98
OI0001259,O000463,P00027,1,375.85
OI0001260,O000828,P00397,2,415.19
OI0001261,O001170,P00953,1,1233.74
OI0001262,O000146,P00188,0,1480.45
OI0001263,O000380,P00140,1,698.48
OI0001264,O000168,P00521,2,486.05
OI0001265,O001299,P00746,1,1397.52
OI0001266,O000087,P00092,2,753.17
OI0001267,O000154,P00077,3,1096.88
OI0001268,O000497,P00852,1,623.54
OI0001269,O000315,P00244,3,307.81
OI0001270,O000723,P00845,3,984.05
OI0001271,O001298,P00667,3,998.94
OI0001272,O000764,P00730,2,692.97
OI0001273,O000262,P00959,1,408.57
OI0001274,O000487,P00989,1,1248.56
OI0001275,O000454,P00797,2,416.6
OI0001276,O000443,P00662,1,990.24
OI0001277,O001286,P00841,2,579.06
OI0001278,O000543,P00088,1,711.36
OI0001279,O001129,P00618,1,321.05
OI0001280,O000350,P00915,2,975.97
OI0001281,O000824,P00294,1,342.61
OI0001282,O000438,P00095,0,731.14
OI0001283,O000169,P00253,3,496.05
OI0001284,O001367,P00551,1,1445.59
OI0001285,O001254,P00399,1,1473.42
OI0001286,O000023,P00767,1,1131.47
OI0001287,O000988,P00054,1,1475.96
OI0001288,O000676,P00928,1,174.76
OI0001289,O000281,P00243,2,1488.53
OI0001290,O000722,P00110,3,159.82
OI0001291,O000253,P00766,3,626.1
OI0001292,O000404,P00624,1,362.23
OI0001293,O000133,P00686,2,1431.0
OI0001294,O001298,P00701,3,955.51
OI0001295,O000618,P00221,1,897.71
OI0001296,O000232,P00761,1,1496.17
OI0001297,O000545,P00564,3,920.58
OI0001298,O000079,P00162,3,971.01
OI0001299,O001059,P00969,1,71.94
OI0001300,O000495,P00035,1,1289.28
OI0001301,O001134,P00966,1,1455.28
OI0001302,O001345,P00037,1,1440.67
OI0001303,O000328,P00846,1,335.55
OI0001304,O000967,P00829,1,342.74
OI0001305,O000690,P00623,2,552.24
OI0001306,O000384,P00370,2,468.76
OI0001307,O001388,P00177,3,461.89
OI0001308,O001256,P00521,2,909.8
OI0001309,O001438,P00275,1,1209.38
OI0001310,O001318,P00983,1,1405.47
OI0001311,O000547,P00633,1,106.45
OI0001312,O001198,P00105,1,420.58
OI0001313,O000392,P00156,4,386.25
OI0001314,O001126,P00336,2,539.37
OI0001315,O001317,P00026,1,639.38
OI0001316,O001109,P00934,1,586.81
OI0001317,O000909,P00296,1,1428.46
OI0001318,O001225,P00537,1,658.51
OI0001319,O000685,P00355,1,829.63
OI0001320,O000541,P00886,1,1124.21
OI0001321,O000297,P00069,1,1089.0
OI0001322,O000056,P00327,1,876.53
OI0001323,O001496,P00151,2,1291.94
OI0001324,O001040,P00857,2,938.15
OI0001325,O000066,P00577,3,1312.76
OI0001326,O000958,P00662,1,457.63
OI0001327,O001496,P00320,3,202.38
OI0001328,O001047,P00757,2,1230.18
OI0001329,O000702,P00452,1,576.86
OI0001330,O000760,P00570,1,978.37
OI0001331,O000486,P00668,1,1107.28
OI0001332,O001439,P00112,1,493.43
OI0001333,O000821,P00635,1,760.22
OI0001334,O000888,P00462,3,1342.92
OI0001335,O001329,P00865,1,1320.29
OI0001336,O000177,P00964,1,1125.29
OI0001337,O000195,P00362,1,1145.3
OI0001338,O001037,P00203,1,1347.04
OI0001339,O000876,P00487,3,1105.82
OI0001340,O000166,P00480,4,512.68
OI0001341,O001174,P00004,0,185.57
OI0001342,O001365,P00129,1,635.72
OI0001343,O000557,P00026,3,135.58
OI0001344,O001198,P00801,1,178.08
OI0001345,O000167,P00977,2,1425.51
OI0001346,O000709,P00027,4,1015.45
OI0001347,O000718,P00042,2,1278.16
OI0001348,O000097,P00965,1,966.13
OI0001349,O000679,P00583,3,630.72
OI0001350,O000404,P00064,4,42.61
OI0001351,O001101,P00025,2,1433.98
OI0001352,O001261,P00072,1,111.04
OI0001353,O000291,P00482,4,917.19
OI0001354,O000136,P00873,4,157.79
OI0001355,O000889,P00900,4,429.8
OI0001356,O000881,P00268,1,282.8
OI0001357,O000367,P00826,3,832.81
OI0001358,O000548,P00095,2,1331.18
OI0001359,O000902,P00395,1,955.26
OI0001360,O000248,P00869,1,997.96
OI0001361,O000766,P00364,2,1363.85
OI0001362,O001238,P00315,3,1125.39
OI0001363,O000070,P00117,3,1299.6
OI0001364,O000746,P00164,1,627.51
OI0001365,O000996,P00877,1,1298.71
OI0001366,O000329,P00790,1,970.56
OI0001367,O001040,P00577,3,207.73
OI0001368,O001198,P00306,0,62.88
OI0001369,O000699,P00772,2,369.83
OI0001370,O000806,P00740,2,570.63
OI0001371,O000274,P00200,4,1257.16
OI0001372,O000524,P00985,1,1113.16
